Year_Coll,num_samples,Borough_broad,neighb_code,Neighb_Name,epa_pb_lim,pct_1d_pb_over_epa,max_1d_pb,min_1d_pb,avg_1d_pb,med_1d_pb,range_1d_pb,med_1d_pb_diff_epa,avg_1d_pb_diff_epa,pct_2d_pb_over_epa,max_2d_pb,min_2d_pb,avg_2d_pb,med_2d_pb,range_2d_pb,med_2d_pb_diff_epa,avg_2d_pb_diff_epa
2018,66,Bronx,101,Kingsbridge - Riverdale,0.015,10,2.826,0.010,0.06892424242424239,0.011,2.8160000000000003,-0.004,0.05392424242424239,1,0.028,0.000,0.0009545454545454546,0.0,0.028,-0.015,-0.014045454545454545
2019,48,Bronx,101,Kingsbridge - Riverdale,0.015,4,0.061,0.008,0.010687500000000004,0.008,0.053,-0.006999999999999999,-0.004312499999999995,0,0.001,0.000,4.1666666666666665e-05,0.0,0.001,-0.015,-0.014958333333333332
2020,30,Bronx,101,Kingsbridge - Riverdale,0.015,10,0.286,0.007,0.020333333333333335,0.007,0.27899999999999997,-0.008,0.005333333333333336,0,0.010,0.000,0.0004333333333333333,0.0,0.01,-0.015,-0.014566666666666665
2014,39,Queens,401,Long Island City - Astoria,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,12,0.039,,0.00394871794871795,0.0,0.039,-0.015,-0.01105128205128205
2015,51,Queens,401,Long Island City - Astoria,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,3,0.034,0.000,0.002274509803921569,0.0,0.034,-0.015,-0.01272549019607843
2016,244,Queens,401,Long Island City - Astoria,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,4,0.041,0.000,0.0016229508196721318,0.0,0.041,-0.015,-0.013377049180327867
2017,155,Queens,401,Long Island City - Astoria,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.036,0.000,0.0007612903225806453,0.0,0.036,-0.015,-0.014238709677419354
2018,170,Queens,401,Long Island City - Astoria,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,1,0.029,0.000,0.0010529411764705885,0.0,0.029,-0.015,-0.013947058823529411
2019,168,Queens,401,Long Island City - Astoria,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,1,2.420,0.000,0.01533333333333332,0.0,2.42,-0.015,0.0003333333333333209
2020,205,Queens,401,Long Island City - Astoria,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,2,0.061,0.000,0.001590243902439025,0.0,0.061,-0.015,-0.013409756097560975
2014,10,Bronx,102,Northeast Bronx,0.015,100,9.655,0.049,1.2178,0.0525,9.606,0.0375,1.2028,20,0.054,0.000,0.0081,0.0,0.054,-0.015,-0.0069
2015,19,Bronx,102,Northeast Bronx,0.015,100,6.182,0.039,0.45426315789473665,0.044,6.143000000000001,0.028999999999999998,0.43926315789473663,15,0.045,0.000,0.005157894736842105,0.0,0.045,-0.015,-0.009842105263157895
2016,73,Bronx,102,Northeast Bronx,0.015,100,0.333,0.019,0.042630136986301366,0.025,0.314,0.010000000000000002,0.027630136986301367,0,0.010,0.000,0.0005753424657534248,0.0,0.01,-0.015,-0.014424657534246575
2017,28,Bronx,102,Northeast Bronx,0.015,46,0.137,0.013,0.024821428571428578,0.015,0.12400000000000001,0.0,0.009821428571428578,0,0.004,0.000,0.00025,0.0,0.004,-0.015,-0.01475
2018,49,Bronx,102,Northeast Bronx,0.015,8,0.742,0.010,0.036408163265306104,0.011,0.732,-0.004,0.021408163265306104,2,0.018,0.000,0.0006938775510204082,0.0,0.018,-0.015,-0.01430612244897959
2019,22,Bronx,102,Northeast Bronx,0.015,9,0.496,0.008,0.04372727272727273,0.009,0.488,-0.006,0.028727272727272733,0,0.015,0.000,0.0011363636363636365,0.0,0.015,-0.015,-0.013863636363636363
2020,31,Bronx,102,Northeast Bronx,0.015,22,0.378,0.007,0.0317741935483871,0.007,0.371,-0.008,0.0167741935483871,0,0.013,0.000,0.0007741935483870968,0.0,0.013,-0.015,-0.014225806451612902
2014,14,Staten Island,501/502,Northern Staten Island,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.011,0.000,0.0009285714285714286,0.0,0.011,-0.015,-0.014071428571428572
2015,11,Staten Island,501/502,Northern Staten Island,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.014,0.000,0.0020909090909090908,0.0,0.014,-0.015,-0.012909090909090908
2016,74,Staten Island,501/502,Northern Staten Island,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,4,0.131,,0.0037972972972972977,0.0,0.131,-0.015,-0.011202702702702702
2017,48,Staten Island,501/502,Northern Staten Island,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,4,0.030,0.000,0.0011250000000000001,0.0,0.03,-0.015,-0.013874999999999998
2018,74,Staten Island,501/502,Northern Staten Island,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,4,0.024,0.000,0.001283783783783784,0.0,0.024,-0.015,-0.013716216216216215
2019,55,Staten Island,501/502,Northern Staten Island,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.015,0.000,0.00045454545454545455,0.0,0.015,-0.015,-0.014545454545454545
2020,45,Staten Island,501/502,Northern Staten Island,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.009,0.000,0.00044444444444444447,0.0,0.009,-0.015,-0.014555555555555554
2014,16,Bronx,104,Pelham - Throgs Neck,0.015,100,5.508,0.048,0.6615625,0.062,5.46,0.047,0.6465625,12,0.039,0.000,0.006125000000000001,0.0005,0.039,-0.014499999999999999,-0.008874999999999997
2015,14,Bronx,104,Pelham - Throgs Neck,0.015,100,0.191,0.039,0.08899999999999998,0.0585,0.152,0.043500000000000004,0.07399999999999998,0,0.007,0.000,0.0019285714285714288,0.0005,0.007,-0.014499999999999999,-0.01307142857142857
2016,76,Bronx,104,Pelham - Throgs Neck,0.015,100,0.476,0.019,0.060947368421052625,0.0295,0.45699999999999996,0.014499999999999999,0.045947368421052626,0,0.013,0.000,0.0011973684210526319,0.0,0.013,-0.015,-0.013802631578947368
2017,58,Bronx,104,Pelham - Throgs Neck,0.015,58,0.247,0.013,0.044224137931034455,0.016,0.23399999999999999,0.0010000000000000009,0.029224137931034455,0,0.009,0.000,0.001017241379310345,0.0,0.009,-0.015,-0.013982758620689654
2018,50,Bronx,104,Pelham - Throgs Neck,0.015,20,1.249,0.010,0.07167999999999995,0.011,1.239,-0.004,0.05667999999999995,4,0.021,0.000,0.0013,0.0,0.021,-0.015,-0.0137
2019,68,Bronx,104,Pelham - Throgs Neck,0.015,25,5.924,0.008,0.1208823529411764,0.009,5.916,-0.006,0.1058823529411764,1,0.041,0.000,0.0014411764705882357,0.0,0.041,-0.015,-0.013558823529411764
2020,60,Bronx,104,Pelham - Throgs Neck,0.015,18,0.675,0.007,0.055850000000000045,0.007,0.668,-0.008,0.040850000000000046,3,0.018,0.000,0.0015166666666666668,0.0,0.018,-0.015,-0.013483333333333333
2014,45,Queens,405,Ridgewood - Forest Hills,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,20,0.066,0.000,0.0074888888888888895,0.0,0.066,-0.015,-0.00751111111111111
2015,45,Queens,405,Ridgewood - Forest Hills,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,11,0.040,0.000,0.004333333333333335,0.0,0.04,-0.015,-0.010666666666666665
2016,187,Queens,405,Ridgewood - Forest Hills,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,5,0.573,0.000,0.005299465240641713,0.0,0.573,-0.015,-0.009700534759358287
2017,126,Queens,405,Ridgewood - Forest Hills,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,3,0.041,0.000,0.0018650793650793653,0.0,0.041,-0.015,-0.013134920634920635
2018,257,Queens,405,Ridgewood - Forest Hills,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,3,0.690,0.000,0.0045797665369649715,0.0,0.69,-0.015,-0.010420233463035028
2019,192,Queens,405,Ridgewood - Forest Hills,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,3,0.037,0.000,0.0015000000000000005,0.0,0.037,-0.015,-0.013499999999999998
2020,151,Queens,405,Ridgewood - Forest Hills,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,3,0.037,0.000,0.001874172185430464,0.0,0.037,-0.015,-0.013125827814569535
2014,7,Queens,410,Rockaway,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.009,0.000,0.0012857142857142856,0.0,0.009,-0.015,-0.013714285714285714
2015,10,Queens,410,Rockaway,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,10,0.065,0.000,0.0071,0.0,0.065,-0.015,-0.007899999999999999
2016,16,Queens,410,Rockaway,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
2017,23,Queens,410,Rockaway,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.011,0.000,0.0009130434782608695,0.0,0.011,-0.015,-0.01408695652173913
2018,24,Queens,410,Rockaway,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.011,0.000,0.0008333333333333334,0.0,0.011,-0.015,-0.014166666666666666
2019,32,Queens,410,Rockaway,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,3,0.043,0.000,0.0022812500000000003,0.0,0.043,-0.015,-0.01271875
2020,19,Queens,410,Rockaway,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.005,0.000,0.0002631578947368421,0.0,0.005,-0.015,-0.014736842105263158
2014,9,Queens,409,Southeast Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.003,0.000,0.0003333333333333333,0.0,0.003,-0.015,-0.014666666666666666
2015,9,Queens,409,Southeast Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.011,0.000,0.0016666666666666666,0.0,0.011,-0.015,-0.013333333333333332
2016,52,Queens,409,Southeast Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,3,0.028,0.000,0.0017115384615384614,0.0,0.028,-0.015,-0.013288461538461537
2017,40,Queens,409,Southeast Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,5,0.061,0.000,0.0038500000000000006,0.0,0.061,-0.015,-0.011149999999999998
2018,37,Queens,409,Southeast Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,5,0.017,0.000,0.0022972972972972977,0.0,0.017,-0.015,-0.012702702702702701
2019,58,Queens,409,Southeast Queens,0.015,0,0.000,,0.0,0.0,0.0,-0.015,-0.015,0,0.011,0.000,0.001206896551724138,0.0,0.011,-0.015,-0.013793103448275862
2020,49,Queens,409,Southeast Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,6,0.059,0.000,0.0030816326530612244,0.0,0.059,-0.015,-0.011918367346938775
2014,15,Staten Island,503/504,Southern Staten Island,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.012,,0.0008666666666666667,0.0,0.012,-0.015,-0.014133333333333333
2015,20,Staten Island,503/504,Southern Staten Island,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,10,0.019,0.000,0.002,0.0,0.019,-0.015,-0.013
2016,80,Staten Island,503/504,Southern Staten Island,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,2,0.158,0.000,0.0026000000000000003,0.0,0.158,-0.015,-0.0124
2017,52,Staten Island,503/504,Southern Staten Island,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,1,0.057,0.000,0.001326923076923077,0.0,0.057,-0.015,-0.013673076923076923
2018,136,Staten Island,503/504,Southern Staten Island,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,2,0.069,0.000,0.001183823529411765,0.0,0.069,-0.015,-0.013816176470588235
2019,91,Staten Island,503/504,Southern Staten Island,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.013,,0.0005714285714285716,0.0,0.013,-0.015,-0.014428571428571428
2020,48,Staten Island,503/504,Southern Staten Island,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.008,,0.0005208333333333333,0.0,0.008,-0.015,-0.014479166666666666
2014,12,Queens,407,Southwest Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.013,,0.002,0.0,0.013,-0.015,-0.013
2015,11,Queens,407,Southwest Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.001,0.000,9.090909090909092e-05,0.0,0.001,-0.015,-0.014909090909090908
2016,73,Queens,407,Southwest Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,2,0.021,0.000,0.0017123287671232876,0.0,0.021,-0.015,-0.013287671232876712
2017,44,Queens,407,Southwest Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.008,0.000,0.0006818181818181818,0.0,0.008,-0.015,-0.014318181818181818
2018,58,Queens,407,Southwest Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.003,0.000,0.00018965517241379312,0.0,0.003,-0.015,-0.014810344827586206
2019,83,Queens,407,Southwest Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,2,0.021,0.000,0.0010481927710843375,0.0,0.021,-0.015,-0.013951807228915663
2020,71,Queens,407,Southwest Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,1,0.029,0.000,0.0008732394366197184,0.0,0.029,-0.015,-0.01412676056338028
2014,10,Brooklyn,205,Sunset Park,0.015,0,0.006,0.003,0.0038000000000000004,0.003,0.003,-0.012,-0.011199999999999998,10,0.017,0.000,0.0033,0.0,0.017,-0.015,-0.011699999999999999
2015,2,Brooklyn,205,Sunset Park,0.015,0,0.003,0.002,0.0025,0.0025,0.001,-0.012499999999999999,-0.012499999999999999,0,0.001,0.000,0.0005,0.0005,0.001,-0.014499999999999999,-0.014499999999999999
2016,57,Brooklyn,205,Sunset Park,0.015,0,0.006,0.001,0.002526315789473686,0.002,0.005,-0.013,-0.012473684210526314,1,0.020,0.000,0.0014210526315789477,0.0,0.02,-0.015,-0.013578947368421052
2017,34,Brooklyn,205,Sunset Park,0.015,0,0.006,0.001,0.001352941176470589,0.001,0.005,-0.013999999999999999,-0.01364705882352941,2,0.019,0.000,0.0008235294117647059,0.0,0.019,-0.015,-0.014176470588235294
2018,54,Brooklyn,205,Sunset Park,0.015,0,0.004,0.000,0.0007962962962962968,0.001,0.004,-0.013999999999999999,-0.014203703703703703,0,0.003,0.000,0.00014814814814814815,0.0,0.003,-0.015,-0.01485185185185185
2019,67,Brooklyn,205,Sunset Park,0.015,0,0.007,0.000,0.0010746268656716424,0.0,0.007,-0.015,-0.013925373134328357,4,0.038,0.000,0.0021641791044776123,0.0,0.038,-0.015,-0.012835820895522387
2020,38,Brooklyn,205,Sunset Park,0.015,0,0.006,0.000,0.0005263157894736842,0.0,0.006,-0.015,-0.014473684210526316,0,0.015,0.000,0.0007894736842105264,0.0,0.015,-0.015,-0.014210526315789474
2014,11,Bronx,105/106/107,The South Bronx,0.015,100,0.162,0.049,0.08300000000000002,0.054,0.113,0.039,0.06800000000000002,0,0.005,0.000,0.0013636363636363637,0.0,0.005,-0.015,-0.013636363636363636
2015,6,Bronx,105/106/107,The South Bronx,0.015,100,0.047,0.040,0.043000000000000003,0.0415,0.006999999999999999,0.026500000000000003,0.028000000000000004,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
2016,73,Bronx,105/106/107,The South Bronx,0.015,100,0.947,0.019,0.049383561643835616,0.025,0.9279999999999999,0.010000000000000002,0.03438356164383562,1,0.018,0.000,0.0006164383561643837,0.0,0.018,-0.015,-0.014383561643835616
2017,61,Bronx,105/106/107,The South Bronx,0.015,37,0.524,0.013,0.023426229508196707,0.015,0.511,0.0,0.008426229508196707,0,0.015,0.000,0.0002459016393442623,0.0,0.015,-0.015,-0.014754098360655736
2018,51,Bronx,105/106/107,The South Bronx,0.015,3,0.082,0.010,0.013588235294117654,0.011,0.07200000000000001,-0.004,-0.001411764705882345,0,0.002,0.000,5.882352941176471e-05,0.0,0.002,-0.015,-0.014941176470588236
2019,85,Bronx,105/106/107,The South Bronx,0.015,9,0.370,0.008,0.021647058823529394,0.009,0.362,-0.006,0.006647058823529395,0,0.012,0.000,0.0004352941176470588,0.0,0.012,-0.015,-0.014564705882352941
2020,48,Bronx,105/106/107,The South Bronx,0.015,10,0.169,0.007,0.016562500000000004,0.007,0.162,-0.008,0.0015625000000000049,0,0.006,0.000,0.0002916666666666667,0.0,0.006,-0.015,-0.014708333333333332
2014,39,Manhattan,309/310,Union Square - Lower Manhattan,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.010,0.000,0.0005128205128205128,0.0,0.01,-0.015,-0.014487179487179487
2015,38,Manhattan,309/310,Union Square - Lower Manhattan,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.001,0.000,2.6315789473684212e-05,0.0,0.001,-0.015,-0.014973684210526314
2016,282,Manhattan,309/310,Union Square - Lower Manhattan,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.279,0.000,0.001095744680851064,0.0,0.279,-0.015,-0.013904255319148935
2017,184,Manhattan,309/310,Union Square - Lower Manhattan,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.032,0.000,0.00044021739130434783,0.0,0.032,-0.015,-0.014559782608695651
2018,145,Manhattan,309/310,Union Square - Lower Manhattan,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.046,0.000,0.0005103448275862068,0.0,0.046,-0.015,-0.014489655172413792
2019,169,Manhattan,309/310,Union Square - Lower Manhattan,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.023,0.000,0.0003372781065088758,0.0,0.023,-0.015,-0.014662721893491123
2020,151,Manhattan,309/310,Union Square - Lower Manhattan,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.007,0.000,0.00010596026490066226,0.0,0.007,-0.015,-0.014894039735099337
2014,73,Manhattan,305/307,Upper East Side - Grammercy,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.006,0.000,0.0004246575342465754,0.0,0.006,-0.015,-0.014575342465753423
2015,61,Manhattan,305/307,Upper East Side - Grammercy,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.008,,0.00014754098360655738,0.0,0.008,-0.015,-0.014852459016393442
2016,387,Manhattan,305/307,Upper East Side - Grammercy,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.015,,0.0002739018087855298,0.0,0.015,-0.015,-0.01472609819121447
2017,274,Manhattan,305/307,Upper East Side - Grammercy,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.024,0.000,0.0004562043795620439,0.0,0.024,-0.015,-0.014543795620437956
2018,232,Manhattan,305/307,Upper East Side - Grammercy,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.039,0.000,0.0003275862068965518,0.0,0.039,-0.015,-0.014672413793103448
2019,256,Manhattan,305/307,Upper East Side - Grammercy,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.010,0.000,0.0002734375000000001,0.0,0.01,-0.015,-0.0147265625
2020,202,Manhattan,305/307,Upper East Side - Grammercy,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.008,0.000,0.00011881188118811881,0.0,0.008,-0.015,-0.01488118811881188
2014,75,Manhattan,304,Upper West Side,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,1,0.047,0.000,0.0009866666666666667,0.0,0.047,-0.015,-0.014013333333333333
2015,59,Manhattan,304,Upper West Side,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.002,0.000,8.474576271186441e-05,0.0,0.002,-0.015,-0.014915254237288135
2016,419,Manhattan,304,Upper West Side,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,1,0.075,,0.000775656324582339,0.0,0.075,-0.015,-0.01422434367541766
2017,228,Manhattan,304,Upper West Side,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.093,0.000,0.0006535087719298247,0.0,0.093,-0.015,-0.014346491228070175
2018,232,Manhattan,304,Upper West Side,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.021,0.000,0.000392241379310345,0.0,0.021,-0.015,-0.014607758620689654
2019,240,Manhattan,304,Upper West Side,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.003,0.000,0.00012916666666666673,0.0,0.003,-0.015,-0.014870833333333333
2020,190,Manhattan,304,Upper West Side,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,1,0.061,0.000,0.0005947368421052632,0.0,0.061,-0.015,-0.014405263157894737
2014,31,Manhattan,301,Washington Heights - Inwood,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.001,0.000,9.67741935483871e-05,0.0,0.001,-0.015,-0.014903225806451613
2015,28,Manhattan,301,Washington Heights - Inwood,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,3,0.023,0.000,0.001107142857142857,0.0,0.023,-0.015,-0.013892857142857143
2016,216,Manhattan,301,Washington Heights - Inwood,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.009,,7.407407407407407e-05,0.0,0.009,-0.015,-0.014925925925925926
2017,174,Manhattan,301,Washington Heights - Inwood,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.007,0.000,0.00015517241379310349,0.0,0.007,-0.015,-0.014844827586206895
2018,136,Manhattan,301,Washington Heights - Inwood,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.015,0.000,0.00025,0.0,0.015,-0.015,-0.01475
2019,155,Manhattan,301,Washington Heights - Inwood,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.012,0.000,0.0002903225806451613,0.0,0.012,-0.015,-0.014709677419354838
2020,108,Manhattan,301,Washington Heights - Inwood,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.004,0.000,0.00011111111111111112,0.0,0.004,-0.015,-0.014888888888888889
2014,37,Queens,402,West Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,5,0.036,0.000,0.0030270270270270276,0.0,0.036,-0.015,-0.011972972972972971
2015,32,Queens,402,West Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,3,0.027,0.000,0.0015312499999999998,0.0,0.027,-0.015,-0.01346875
2016,143,Queens,402,West Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,2,0.038,0.000,0.001468531468531469,0.0,0.038,-0.015,-0.01353146853146853
2017,111,Queens,402,West Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,1,0.035,0.000,0.0013603603603603608,0.0,0.035,-0.015,-0.013639639639639638
2018,137,Queens,402,West Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.048,0.000,0.0012627737226277378,0.0,0.048,-0.015,-0.013737226277372262
2019,171,Queens,402,West Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.008,0.000,0.0005146198830409359,0.0,0.008,-0.015,-0.014485380116959063
2020,147,Queens,402,West Queens,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,2,0.037,0.000,0.0008231292517006804,0.0,0.037,-0.015,-0.01417687074829932
2014,24,Brooklyn,211,Williamsburg - Bushwick,0.015,0,0.007,0.003,0.0036666666666666683,0.003,0.004,-0.012,-0.01133333333333333,4,0.088,0.000,0.004875,0.0,0.088,-0.015,-0.010124999999999999
2015,36,Brooklyn,211,Williamsburg - Bushwick,0.015,0,0.006,0.002,0.0030277777777777794,0.003,0.004,-0.012,-0.011972222222222221,0,0.012,0.000,0.0011944444444444446,0.0,0.012,-0.015,-0.013805555555555555
2016,147,Brooklyn,211,Williamsburg - Bushwick,0.015,0,0.007,0.001,0.002510204081632655,0.002,0.006,-0.013,-0.012489795918367345,3,0.040,0.000,0.0016734693877551027,0.0,0.04,-0.015,-0.013326530612244897
2017,111,Brooklyn,211,Williamsburg - Bushwick,0.015,0,0.007,0.001,0.0017387387387387398,0.001,0.006,-0.013999999999999999,-0.013261261261261259,2,1.519,0.000,0.014765765765765757,0.0,1.519,-0.015,-0.00023423423423424294
2018,157,Brooklyn,211,Williamsburg - Bushwick,0.015,0,0.006,0.000,0.0012292993630573256,0.001,0.006,-0.013999999999999999,-0.013770700636942674,1,0.028,0.000,0.0008980891719745225,0.0,0.028,-0.015,-0.014101910828025477
2019,143,Brooklyn,211,Williamsburg - Bushwick,0.015,0,0.006,0.000,0.0005104895104895107,0.0,0.006,-0.015,-0.014489510489510488,2,0.029,0.000,0.0007692307692307693,0.0,0.029,-0.015,-0.01423076923076923
2020,142,Brooklyn,211,Williamsburg - Bushwick,0.015,0,0.006,0.000,0.0006760563380281693,0.0,0.006,-0.015,-0.01432394366197183,0,0.016,0.000,0.0007183098591549298,0.0,0.016,-0.015,-0.01428169014084507
