Year_Coll,num_samples,Borough_broad,neighb_code,Neighb_Name,epa_pb_lim,pct_1d_pb_over_epa,num_1d_pb_over_epa,max_1d_pb,min_1d_pb,avg_1d_pb,med_1d_pb,range_1d_pb,med_1d_pb_diff_epa,avg_1d_pb_diff_epa,pct_2d_pb_over_epa,max_2d_pb,min_2d_pb,avg_2d_pb,med_2d_pb,range_2d_pb,med_2d_pb_diff_epa,avg_2d_pb_diff_epa
2015,32,Queens,402,West Queens,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,3,0.027,0.000,0.0015312499999999998,0.0,0.027,-0.015,-0.01346875
2016,143,Queens,402,West Queens,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,2,0.038,0.000,0.001468531468531469,0.0,0.038,-0.015,-0.01353146853146853
2017,111,Queens,402,West Queens,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,1,0.035,0.000,0.0013603603603603608,0.0,0.035,-0.015,-0.013639639639639638
2018,137,Queens,402,West Queens,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.048,0.000,0.0012627737226277378,0.0,0.048,-0.015,-0.013737226277372262
2019,171,Queens,402,West Queens,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.008,0.000,0.0005146198830409359,0.0,0.008,-0.015,-0.014485380116959063
2020,147,Queens,402,West Queens,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,2,0.037,0.000,0.0008231292517006804,0.0,0.037,-0.015,-0.01417687074829932
2014,24,Brooklyn,211,Williamsburg - Bushwick,0.015,0,0,0.007,0.003,0.0036666666666666683,0.003,0.004,-0.012,-0.01133333333333333,4,0.088,0.000,0.004875,0.0,0.088,-0.015,-0.010124999999999999
2015,36,Brooklyn,211,Williamsburg - Bushwick,0.015,0,0,0.006,0.002,0.0030277777777777794,0.003,0.004,-0.012,-0.011972222222222221,0,0.012,0.000,0.0011944444444444446,0.0,0.012,-0.015,-0.013805555555555555
2016,147,Brooklyn,211,Williamsburg - Bushwick,0.015,0,0,0.007,0.001,0.002510204081632655,0.002,0.006,-0.013,-0.012489795918367345,3,0.040,0.000,0.0016734693877551027,0.0,0.04,-0.015,-0.013326530612244897
2017,111,Brooklyn,211,Williamsburg - Bushwick,0.015,0,0,0.007,0.001,0.0017387387387387398,0.001,0.006,-0.013999999999999999,-0.013261261261261259,2,1.519,0.000,0.014765765765765757,0.0,1.519,-0.015,-0.00023423423423424294
2018,157,Brooklyn,211,Williamsburg - Bushwick,0.015,0,0,0.006,0.000,0.0012292993630573256,0.001,0.006,-0.013999999999999999,-0.013770700636942674,1,0.028,0.000,0.0008980891719745225,0.0,0.028,-0.015,-0.014101910828025477
2019,143,Brooklyn,211,Williamsburg - Bushwick,0.015,0,0,0.006,0.000,0.0005104895104895107,0.0,0.006,-0.015,-0.014489510489510488,2,0.029,0.000,0.0007692307692307693,0.0,0.029,-0.015,-0.01423076923076923
2020,142,Brooklyn,211,Williamsburg - Bushwick,0.015,0,0,0.006,0.000,0.0006760563380281693,0.0,0.006,-0.015,-0.01432394366197183,0,0.016,0.000,0.0007183098591549298,0.0,0.016,-0.015,-0.01428169014084507
2016,22,Staten Island,503,Willowbrook,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.012,0.000,0.001090909090909091,0.0,0.012,-0.015,-0.01390909090909091
2017,15,Staten Island,503,Willowbrook,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.007,0.000,0.00046666666666666666,0.0,0.007,-0.015,-0.014533333333333332
2018,59,Staten Island,503,Willowbrook,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,1,0.024,0.000,0.0005254237288135593,0.0,0.024,-0.015,-0.01447457627118644
2019,31,Staten Island,503,Willowbrook,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.012,0.000,0.0007096774193548389,0.0,0.012,-0.015,-0.01429032258064516
2020,20,Staten Island,503,Willowbrook,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.008,0.000,0.00075,0.0,0.008,-0.015,-0.014249999999999999
